student_id,subject_id,teacher_id,exam_1,exam_2,exam_3,attendance,final_score,date
STU_a25bf041,SUB_PHY_616,TCH_dd51d6cb,76.61,56.46,73.07,5,68.71,2025-07-07
STU_a25bf041,SUB_CHE_309,TCH_11de1b83,96.07,98.5,74.05,8,89.54,2025-02-09
STU_a25bf041,SUB_ART_472,TCH_8c340522,97.29,62.7,77.57,8,79.19,2025-05-27
STU_5b36c5d0,SUB_CHE_309,TCH_f87ca65f,64.9,60.7,68.8,8,64.8,2025-06-19
STU_5b36c5d0,SUB_MAT_850,TCH_8c340522,80.88,90.47,76.79,7,82.71,2025-07-07
STU_5b36c5d0,SUB_ART_472,TCH_f87ca65f,74.21,78.15,80.96,7,77.77,2025-08-03
STU_5b36c5d0,SUB_PHY_616,TCH_fd00b293,78.8,76.05,68.23,9,74.36,2025-10-28
STU_5b36c5d0,SUB_COM_354,TCH_e9a5aaeb,67.88,56.57,75.65,8,66.7,2025-04-16
STU_d5ee877e,SUB_CHE_309,TCH_eae970fc,57.4,74.35,98.13,10,76.63,2025-04-05
STU_d5ee877e,SUB_PHY_616,TCH_f87ca65f,87.84,52.33,70.36,7,70.18,2025-10-04
STU_d5ee877e,SUB_MAT_850,TCH_436d6439,83.65,99.84,87.4,7,90.3,2025-03-12
STU_a8beba0d,SUB_CHE_309,TCH_8c340522,78.54,69.97,75.99,5,74.83,2025-07-01
STU_a8beba0d,SUB_MAT_850,TCH_fd00b293,97.58,54.04,76.35,8,75.99,2025-02-18
STU_a8beba0d,SUB_PHY_616,TCH_8c340522,91.45,69.13,74.19,7,78.26,2025-08-21
STU_a8beba0d,SUB_HIS_394,TCH_fd00b293,88.29,51.64,71.65,9,70.53,2025-03-14
STU_4ad8ac72,SUB_BIO_926,TCH_dd1d195f,53.38,95.41,51.45,7,66.75,2025-07-06
STU_4ad8ac72,SUB_ART_472,TCH_eae970fc,63.2,83.42,66.91,9,71.18,2025-05-31
STU_4ad8ac72,SUB_COM_354,TCH_8c340522,53.77,93.89,81.71,9,76.46,2025-10-26
STU_b4b65f65,SUB_COM_354,TCH_8c340522,60.0,50.47,74.8,8,61.76,2025-09-25
STU_b4b65f65,SUB_MAT_850,TCH_8c340522,88.6,71.05,60.11,10,73.25,2025-09-25
STU_b4b65f65,SUB_HIS_394,TCH_436d6439,66.15,79.18,59.49,10,68.27,2025-07-26
STU_b4b65f65,SUB_CHE_309,TCH_eae970fc,70.19,99.3,98.63,7,89.37,2025-09-22
STU_a0b5ac9f,SUB_ENG_658,TCH_436d6439,51.87,74.19,74.32,4,66.79,2025-04-09
STU_a0b5ac9f,SUB_PHY_616,TCH_fd00b293,70.49,78.56,76.65,7,75.23,2025-08-28
STU_a0b5ac9f,SUB_BIO_926,TCH_dd1d195f,72.67,53.27,63.36,9,63.1,2025-09-28
STU_2138b37c,SUB_ENG_658,TCH_f87ca65f,52.86,58.03,59.21,9,56.7,2025-06-23
STU_2138b37c,SUB_ART_472,TCH_dd1d195f,79.33,56.84,66.73,6,67.63,2025-08-21
STU_2138b37c,SUB_MAT_850,TCH_665e9d27,63.3,91.0,83.84,7,79.38,2025-03-01
STU_9da30949,SUB_ENG_658,TCH_e9a5aaeb,99.25,52.52,99.5,9,83.76,2025-08-31
STU_9da30949,SUB_MAT_850,TCH_e9a5aaeb,87.66,61.33,86.74,8,78.58,2025-07-03
STU_9da30949,SUB_BIO_926,TCH_dd51d6cb,83.06,55.51,76.89,10,71.82,2025-05-23
STU_75662075,SUB_HIS_394,TCH_fd00b293,91.76,83.79,88.75,10,88.1,2025-10-29
STU_75662075,SUB_CHE_309,TCH_dd51d6cb,71.76,55.95,84.16,7,70.62,2025-08-05
STU_75662075,SUB_BIO_926,TCH_436d6439,79.54,73.55,55.72,8,69.6,2025-01-09
STU_75662075,SUB_COM_354,TCH_fd00b293,99.8,58.37,57.23,9,71.8,2025-04-18
STU_2c204719,SUB_PHY_616,TCH_fd00b293,58.2,79.86,59.91,8,65.99,2025-11-21
STU_2c204719,SUB_ENG_658,TCH_dd51d6cb,72.15,73.49,52.3,7,65.98,2025-06-02
STU_2c204719,SUB_HIS_394,TCH_665e9d27,75.9,92.92,94.01,8,87.61,2025-07-24
STU_e8e11431,SUB_HIS_394,TCH_dd1d195f,50.37,82.79,78.52,6,70.56,2025-06-01
STU_e8e11431,SUB_BIO_926,TCH_dd1d195f,93.43,80.56,93.73,7,89.24,2025-02-20
STU_e8e11431,SUB_CHE_309,TCH_665e9d27,88.11,96.45,94.16,7,92.91,2025-11-27
STU_e8e11431,SUB_ART_472,TCH_fd00b293,78.16,68.04,64.1,10,70.1,2025-08-15
STU_34343280,SUB_CHE_309,TCH_fd00b293,66.42,95.43,70.51,7,77.45,2025-09-16
STU_34343280,SUB_PHY_616,TCH_f87ca65f,69.65,63.27,85.09,8,72.67,2025-05-07
STU_34343280,SUB_ART_472,TCH_dd1d195f,96.91,85.3,75.07,8,85.76,2025-06-10
STU_34343280,SUB_COM_354,TCH_8c340522,94.34,53.53,86.3,9,78.06,2025-01-04
STU_70d38d11,SUB_MAT_850,TCH_fd00b293,69.01,82.52,89.49,8,80.34,2025-06-14
STU_70d38d11,SUB_BIO_926,TCH_665e9d27,91.9,98.5,63.24,10,84.55,2025-09-26
STU_70d38d11,SUB_HIS_394,TCH_11de1b83,70.4,59.34,98.3,7,76.01,2025-07-21
STU_ddb047c2,SUB_ART_472,TCH_dd51d6cb,97.22,93.64,70.9,8,87.25,2025-07-28
STU_ddb047c2,SUB_CHE_309,TCH_436d6439,67.53,56.17,65.78,8,63.16,2025-06-16
STU_ddb047c2,SUB_PHY_616,TCH_8c340522,55.64,98.72,68.97,9,74.44,2025-01-19
STU_ddb047c2,SUB_BIO_926,TCH_11de1b83,92.56,83.94,86.81,10,87.77,2025-10-18
STU_a684e2eb,SUB_COM_354,TCH_eae970fc,50.77,92.31,89.04,9,77.37,2025-10-28
STU_a684e2eb,SUB_MAT_850,TCH_dd1d195f,64.76,61.23,71.06,8,65.68,2025-07-19
STU_a684e2eb,SUB_CHE_309,TCH_dd51d6cb,84.38,72.35,68.78,7,75.17,2025-09-28
STU_a684e2eb,SUB_BIO_926,TCH_f87ca65f,71.96,59.56,54.91,9,62.14,2025-04-17
STU_a684e2eb,SUB_ENG_658,TCH_eae970fc,86.0,69.35,98.83,6,84.73,2025-07-14
STU_629ceedd,SUB_CHE_309,TCH_665e9d27,75.29,94.89,82.65,9,84.28,2025-10-22
STU_629ceedd,SUB_MAT_850,TCH_8c340522,62.1,86.78,79.07,10,75.98,2025-11-01
STU_629ceedd,SUB_ART_472,TCH_dd51d6cb,65.96,97.03,86.46,8,83.15,2025-04-10
STU_e167b721,SUB_MAT_850,TCH_e9a5aaeb,92.22,89.98,93.85,7,92.02,2025-09-17
STU_e167b721,SUB_PHY_616,TCH_436d6439,71.85,77.39,71.19,9,73.48,2025-10-12
STU_e167b721,SUB_CHE_309,TCH_665e9d27,83.2,71.23,52.48,8,68.97,2025-10-01
STU_e167b721,SUB_BIO_926,TCH_e9a5aaeb,52.46,97.03,51.05,10,66.85,2025-08-25
STU_2e5051a0,SUB_PHY_616,TCH_436d6439,52.13,90.41,94.29,9,78.94,2025-06-28
STU_2e5051a0,SUB_ART_472,TCH_11de1b83,56.14,62.74,90.65,7,69.84,2025-03-28
STU_2e5051a0,SUB_MAT_850,TCH_8c340522,76.67,63.2,93.87,9,77.91,2025-10-12
STU_2e5051a0,SUB_ENG_658,TCH_fd00b293,65.27,76.35,54.92,8,65.51,2025-04-19
STU_2aba1fd6,SUB_PHY_616,TCH_436d6439,80.87,54.42,72.49,8,69.26,2025-03-27
STU_2aba1fd6,SUB_ART_472,TCH_dd51d6cb,72.04,67.17,98.14,10,79.12,2025-11-27
STU_2aba1fd6,SUB_ENG_658,TCH_436d6439,58.41,68.69,62.72,8,63.27,2025-09-26
STU_923e437a,SUB_PHY_616,TCH_11de1b83,64.68,80.19,76.51,8,73.79,2025-04-03
STU_923e437a,SUB_MAT_850,TCH_eae970fc,77.33,52.77,82.64,9,70.91,2025-03-20
STU_923e437a,SUB_ART_472,TCH_fd00b293,87.41,57.98,93.86,10,79.75,2025-06-22
STU_923e437a,SUB_HIS_394,TCH_eae970fc,55.44,91.8,85.4,9,77.55,2025-09-16
STU_923e437a,SUB_BIO_926,TCH_fd00b293,78.15,52.52,66.11,8,65.59,2025-01-02
STU_12d0dac7,SUB_HIS_394,TCH_fd00b293,57.09,75.25,55.04,8,62.46,2025-02-14
STU_12d0dac7,SUB_ART_472,TCH_8c340522,96.06,83.06,73.94,7,84.35,2025-06-04
STU_12d0dac7,SUB_CHE_309,TCH_dd1d195f,76.19,54.14,71.7,8,67.34,2025-10-01
STU_12d0dac7,SUB_ENG_658,TCH_665e9d27,92.07,52.23,98.03,9,80.78,2025-07-01
STU_12d0dac7,SUB_MAT_850,TCH_dd1d195f,72.4,54.75,82.69,9,69.95,2025-04-02
STU_a1459fdf,SUB_PHY_616,TCH_eae970fc,98.7,67.72,76.61,6,81.01,2025-10-08
STU_a1459fdf,SUB_ART_472,TCH_11de1b83,89.96,53.2,62.51,7,68.56,2025-06-20
STU_a1459fdf,SUB_MAT_850,TCH_fd00b293,60.4,80.77,77.3,8,72.82,2025-02-24
STU_a1459fdf,SUB_BIO_926,TCH_8c340522,87.21,53.22,77.25,9,72.56,2025-06-30
STU_a1459fdf,SUB_COM_354,TCH_8c340522,58.55,77.8,96.44,8,77.6,2025-06-06
STU_8e4e2f1c,SUB_ENG_658,TCH_665e9d27,50.01,51.69,93.36,8,65.02,2025-08-08
STU_8e4e2f1c,SUB_HIS_394,TCH_dd1d195f,92.7,57.21,65.47,9,71.79,2025-01-23
STU_8e4e2f1c,SUB_MAT_850,TCH_11de1b83,86.57,83.82,87.76,7,86.05,2025-10-10
STU_fdc0bac4,SUB_CHE_309,TCH_dd51d6cb,77.79,94.55,88.74,8,87.03,2025-07-06
STU_fdc0bac4,SUB_BIO_926,TCH_8c340522,70.13,68.66,85.63,9,74.81,2025-03-07
STU_fdc0bac4,SUB_ART_472,TCH_fd00b293,57.46,72.69,65.61,6,65.25,2025-10-02
STU_fdc0bac4,SUB_COM_354,TCH_dd51d6cb,69.22,76.67,78.23,8,74.71,2025-03-29
STU_fdc0bac4,SUB_HIS_394,TCH_dd1d195f,92.83,99.98,92.19,8,95.0,2025-04-05
STU_77c719ac,SUB_COM_354,TCH_fd00b293,80.25,77.65,75.77,9,77.89,2025-11-16
STU_77c719ac,SUB_HIS_394,TCH_f87ca65f,61.95,75.46,50.47,7,62.63,2025-08-26
STU_77c719ac,SUB_BIO_926,TCH_fd00b293,97.62,55.69,97.2,8,83.5,2025-04-11
STU_77c719ac,SUB_PHY_616,TCH_e9a5aaeb,72.98,60.0,78.57,8,70.52,2025-09-08
STU_da6a04a2,SUB_ART_472,TCH_11de1b83,63.59,78.13,61.08,9,67.6,2025-02-16
STU_da6a04a2,SUB_MAT_850,TCH_e9a5aaeb,68.41,60.09,76.98,7,68.49,2025-11-20
STU_da6a04a2,SUB_HIS_394,TCH_e9a5aaeb,96.06,50.74,92.02,8,79.61,2025-04-09
STU_3e8ace21,SUB_HIS_394,TCH_436d6439,59.87,86.17,86.42,7,77.49,2025-10-10
STU_3e8ace21,SUB_PHY_616,TCH_11de1b83,56.68,82.55,66.6,8,68.61,2025-09-24
STU_3e8ace21,SUB_MAT_850,TCH_dd51d6cb,94.22,72.4,91.91,6,86.18,2025-10-05
STU_59bddcfa,SUB_PHY_616,TCH_eae970fc,64.62,98.78,84.94,8,82.78,2025-06-30
STU_59bddcfa,SUB_ENG_658,TCH_dd1d195f,70.64,81.88,62.45,10,71.66,2025-10-05
STU_59bddcfa,SUB_MAT_850,TCH_e9a5aaeb,59.91,64.94,51.64,9,58.83,2025-10-27
STU_ae36adcf,SUB_HIS_394,TCH_dd1d195f,58.84,99.75,63.85,8,74.15,2025-08-14
STU_ae36adcf,SUB_ART_472,TCH_11de1b83,66.08,92.37,63.02,10,73.82,2025-07-01
STU_ae36adcf,SUB_COM_354,TCH_eae970fc,58.6,84.84,63.7,10,69.05,2025-04-01
STU_9cd5dd1f,SUB_COM_354,TCH_eae970fc,50.27,85.35,61.2,9,65.61,2025-05-29
STU_9cd5dd1f,SUB_MAT_850,TCH_dd1d195f,51.64,93.76,76.55,8,73.98,2025-03-25
STU_9cd5dd1f,SUB_CHE_309,TCH_11de1b83,65.83,58.55,59.05,6,61.14,2025-08-21
STU_9cd5dd1f,SUB_HIS_394,TCH_8c340522,64.86,94.58,61.65,8,73.7,2025-04-13
STU_d0d22611,SUB_BIO_926,TCH_dd51d6cb,91.57,96.51,77.54,7,88.54,2025-02-07
STU_d0d22611,SUB_CHE_309,TCH_11de1b83,69.32,60.07,84.05,9,71.15,2025-01-26
STU_d0d22611,SUB_ENG_658,TCH_436d6439,52.73,56.45,73.21,7,60.8,2025-05-29
STU_d0d22611,SUB_COM_354,TCH_f87ca65f,99.4,99.14,78.47,6,92.34,2025-04-14
STU_6fb4f9a1,SUB_BIO_926,TCH_436d6439,93.12,87.54,67.8,6,82.82,2025-06-29
STU_6fb4f9a1,SUB_HIS_394,TCH_8c340522,80.76,61.36,85.15,8,75.76,2025-04-06
STU_6fb4f9a1,SUB_ART_472,TCH_436d6439,93.49,79.81,73.15,7,82.15,2025-05-09
STU_aca004c2,SUB_ART_472,TCH_11de1b83,81.47,90.59,74.68,8,82.25,2025-03-03
STU_aca004c2,SUB_PHY_616,TCH_8c340522,74.48,65.64,80.61,7,73.58,2025-10-09
STU_aca004c2,SUB_HIS_394,TCH_f87ca65f,82.12,60.41,81.05,6,74.53,2025-05-16
STU_aca004c2,SUB_ENG_658,TCH_8c340522,65.16,50.88,89.54,9,68.53,2025-09-30
STU_aca004c2,SUB_BIO_926,TCH_11de1b83,94.84,86.16,87.35,8,89.45,2025-05-10
STU_54243824,SUB_MAT_850,TCH_dd1d195f,75.05,61.86,96.1,7,77.67,2025-08-03
STU_54243824,SUB_ART_472,TCH_eae970fc,71.17,90.17,89.88,8,83.74,2025-07-05
STU_54243824,SUB_BIO_926,TCH_11de1b83,64.17,91.48,87.12,8,80.92,2025-07-01
STU_54243824,SUB_CHE_309,TCH_665e9d27,68.95,89.98,70.0,8,76.31,2025-02-14
STU_ed206e42,SUB_ENG_658,TCH_e9a5aaeb,69.73,74.96,59.6,9,68.1,2025-09-16
STU_ed206e42,SUB_ART_472,TCH_8c340522,74.46,63.37,84.59,9,74.14,2025-09-14
STU_ed206e42,SUB_PHY_616,TCH_436d6439,95.5,73.57,80.28,9,83.12,2025-06-27
STU_ed206e42,SUB_BIO_926,TCH_8c340522,51.74,79.47,60.18,8,63.8,2025-09-23
STU_ed206e42,SUB_CHE_309,TCH_fd00b293,62.68,76.47,72.23,10,70.46,2025-01-01
STU_8e75d22d,SUB_ENG_658,TCH_dd1d195f,72.36,69.44,70.9,8,70.9,2025-06-22
STU_8e75d22d,SUB_MAT_850,TCH_665e9d27,79.34,51.74,56.96,10,62.68,2025-10-23
STU_8e75d22d,SUB_ART_472,TCH_436d6439,91.63,75.19,94.3,9,87.04,2025-04-24
STU_8e75d22d,SUB_CHE_309,TCH_fd00b293,90.09,74.77,50.24,10,71.7,2025-09-29
STU_50bea0fd,SUB_BIO_926,TCH_f87ca65f,71.01,52.77,87.27,8,70.35,2025-06-16
STU_50bea0fd,SUB_HIS_394,TCH_11de1b83,50.61,82.06,90.47,9,74.38,2025-09-14
STU_50bea0fd,SUB_ART_472,TCH_665e9d27,91.08,93.62,55.42,5,80.04,2025-06-03
STU_51b78e31,SUB_CHE_309,TCH_fd00b293,99.5,73.52,88.29,9,87.1,2025-09-09
STU_51b78e31,SUB_COM_354,TCH_8c340522,69.63,57.65,60.57,10,62.62,2025-09-10
STU_51b78e31,SUB_HIS_394,TCH_11de1b83,85.88,57.01,78.08,6,73.66,2025-10-19
STU_944bddb0,SUB_CHE_309,TCH_e9a5aaeb,68.11,56.27,66.73,10,63.7,2025-11-11
STU_944bddb0,SUB_PHY_616,TCH_665e9d27,74.04,59.63,70.49,10,68.05,2025-02-14
STU_944bddb0,SUB_ENG_658,TCH_dd1d195f,98.99,82.23,91.21,9,90.81,2025-06-06
STU_944bddb0,SUB_COM_354,TCH_dd51d6cb,81.76,86.9,81.66,8,83.44,2025-05-07
STU_e4dac81c,SUB_ENG_658,TCH_dd1d195f,59.62,95.58,79.77,10,78.32,2025-07-30
STU_e4dac81c,SUB_ART_472,TCH_dd51d6cb,96.81,71.56,99.21,9,89.19,2025-11-06
STU_e4dac81c,SUB_COM_354,TCH_eae970fc,79.07,98.07,62.79,9,79.98,2025-08-24
STU_c5b671ce,SUB_HIS_394,TCH_fd00b293,79.38,81.05,75.95,7,78.79,2025-01-13
STU_c5b671ce,SUB_BIO_926,TCH_e9a5aaeb,54.38,79.33,91.92,10,75.21,2025-11-13
STU_c5b671ce,SUB_COM_354,TCH_dd1d195f,63.69,65.24,98.72,9,75.88,2025-05-12
STU_954bef59,SUB_ENG_658,TCH_436d6439,70.28,61.14,79.66,7,70.36,2025-07-22
STU_954bef59,SUB_COM_354,TCH_fd00b293,88.1,81.74,78.82,8,82.89,2025-08-28
STU_954bef59,SUB_PHY_616,TCH_e9a5aaeb,57.73,89.57,91.79,9,79.7,2025-10-26
STU_954bef59,SUB_ART_472,TCH_436d6439,79.16,80.44,53.58,7,71.06,2025-02-21
STU_23c16a61,SUB_BIO_926,TCH_dd51d6cb,76.48,58.35,68.95,10,67.93,2025-08-08
STU_23c16a61,SUB_MAT_850,TCH_e9a5aaeb,80.42,51.62,80.94,9,70.99,2025-04-09
STU_23c16a61,SUB_COM_354,TCH_665e9d27,97.92,54.69,95.03,7,82.55,2025-06-14
STU_23c16a61,SUB_HIS_394,TCH_665e9d27,72.7,66.39,86.01,8,75.03,2025-09-24
STU_c2e46332,SUB_HIS_394,TCH_dd1d195f,72.31,71.12,97.14,9,80.19,2025-03-24
STU_c2e46332,SUB_ART_472,TCH_11de1b83,78.62,88.28,69.5,6,78.8,2025-07-22
STU_c2e46332,SUB_CHE_309,TCH_f87ca65f,75.28,53.43,85.88,10,71.53,2025-01-27
STU_57db891d,SUB_PHY_616,TCH_eae970fc,69.97,54.61,74.88,9,66.49,2025-02-24
STU_57db891d,SUB_MAT_850,TCH_e9a5aaeb,70.47,99.1,74.81,8,81.46,2025-06-11
STU_57db891d,SUB_BIO_926,TCH_dd51d6cb,64.28,97.97,54.79,8,72.35,2025-11-12
STU_57db891d,SUB_CHE_309,TCH_436d6439,80.36,66.29,99.83,7,82.16,2025-05-25
STU_f1b50b59,SUB_ENG_658,TCH_11de1b83,58.13,62.94,97.2,7,72.76,2025-08-31
STU_f1b50b59,SUB_PHY_616,TCH_fd00b293,98.5,72.89,69.92,4,80.44,2025-10-25
STU_f1b50b59,SUB_ART_472,TCH_dd1d195f,76.24,73.3,64.81,9,71.45,2025-08-20
STU_f1b50b59,SUB_CHE_309,TCH_f87ca65f,79.93,83.43,90.52,9,84.63,2025-04-20
STU_f1b50b59,SUB_HIS_394,TCH_665e9d27,83.21,63.32,82.63,7,76.39,2025-06-30
STU_c9a560e3,SUB_COM_354,TCH_665e9d27,62.3,73.43,61.64,7,65.79,2025-08-23
STU_c9a560e3,SUB_ENG_658,TCH_f87ca65f,53.5,52.15,68.04,10,57.9,2025-10-18
STU_c9a560e3,SUB_PHY_616,TCH_e9a5aaeb,68.63,59.93,51.38,10,59.98,2025-02-21
STU_c9a560e3,SUB_BIO_926,TCH_8c340522,76.9,66.86,60.94,8,68.23,2025-09-23
STU_c9a560e3,SUB_HIS_394,TCH_dd51d6cb,89.89,98.1,70.74,10,86.24,2025-09-02
STU_dff2562c,SUB_HIS_394,TCH_fd00b293,77.76,67.18,70.42,5,71.79,2025-08-19
STU_dff2562c,SUB_ENG_658,TCH_eae970fc,69.82,66.84,56.57,9,64.41,2025-06-26
STU_dff2562c,SUB_BIO_926,TCH_eae970fc,71.46,92.42,87.7,7,83.86,2025-01-03
STU_dff2562c,SUB_COM_354,TCH_8c340522,97.37,62.24,76.06,7,78.56,2025-04-17
STU_3f85fac0,SUB_ENG_658,TCH_eae970fc,58.63,52.02,76.4,9,62.35,2025-08-19
STU_3f85fac0,SUB_ART_472,TCH_8c340522,87.17,84.93,58.2,8,76.77,2025-04-08
STU_3f85fac0,SUB_CHE_309,TCH_eae970fc,67.31,63.85,56.68,6,62.61,2025-06-30
STU_3f85fac0,SUB_COM_354,TCH_fd00b293,73.62,91.9,57.9,8,74.47,2025-10-22
STU_a2692aca,SUB_HIS_394,TCH_8c340522,62.78,69.67,68.76,6,67.07,2025-08-14
STU_a2692aca,SUB_COM_354,TCH_8c340522,71.36,91.37,58.43,8,73.72,2025-04-20
STU_a2692aca,SUB_MAT_850,TCH_dd1d195f,68.26,84.3,60.72,7,71.09,2025-01-12
STU_a2692aca,SUB_PHY_616,TCH_f87ca65f,90.38,90.27,62.45,9,81.03,2025-01-08
STU_7f7067ec,SUB_HIS_394,TCH_436d6439,76.2,96.92,90.05,7,87.72,2025-03-25
STU_7f7067ec,SUB_ENG_658,TCH_dd51d6cb,86.11,86.13,77.85,8,83.36,2025-07-25
STU_7f7067ec,SUB_PHY_616,TCH_dd51d6cb,61.66,72.5,84.14,10,72.77,2025-08-31
STU_7f7067ec,SUB_ART_472,TCH_dd1d195f,69.44,55.86,65.38,8,63.56,2025-10-31
STU_7f7067ec,SUB_BIO_926,TCH_eae970fc,60.02,82.03,72.23,10,71.43,2025-03-06
STU_963f1b14,SUB_MAT_850,TCH_fd00b293,81.95,77.72,64.78,8,74.82,2025-05-11
